word,frequency
abaque,0.07
abatis,0.88
abatte,0.61
abattu,12.43
abbaye,3.31
abetir,0.54
abetis,0.14
abetit,0.07
abimai,0.14
abimee,1.76
abimer,5.95
abimes,7.56
abimez,0.2
abject,1.69
abjure,0.55
aboies,0.0
abolie,1.15
abolir,2.97
abolis,0.82
abolit,1.28
abonda,0.27
abonde,1.01
abonne,1.29
aborda,3.99
aborde,5.47
abords,11.76
aboule,0.34
abouti,2.98
aboyer,3.04
abrase,0.07
abrege,2.3
abrita,0.68
abrite,6.49
abroge,0.0
abrupt,2.57
abruti,9.19
absent,20.34
abside,1.55
absolu,23.450000000000003
absous,1.7600000000000002
absout,0.2
abusai,0.07
abusee,0.47000000000000003
abuser,4.12
abuses,0.55
abusez,0.34
abusif,0.61
abysse,0.07
acabit,1.55
acacia,3.24
acajou,7.43
acceda,0.34
accede,2.16
accent,38.31
accola,0.07
accole,0.88
accord,124.66
accore,0.14
accort,0.2
accota,0.27
accote,0.68
accras,0.0
accroc,2.57
accros,0.14
accrue,3.2399999999999998
accrus,0.14
accrut,0.8800000000000001
accula,0.07
accule,2.1
accusa,3.18
accuse,19.11
acerbe,1.08
aceree,0.54
aceres,0.94
achats,6.01
acheta,7.09
achete,43.25
acheva,11.69
acheve,26.700000000000003
acides,2.37
aciers,1.08
aconit,0.34
acquet,0.07
acquis,17.57
acquit,2.3000000000000003
acrete,0.95
acteur,15.47
actifs,1.35
actine,0.0
action,72.91
activa,0.27
active,8.790000000000001
actuel,6.49
acuite,3.18
acumen,0.07
adages,0.2
adagio,0.41000000000000003
adapta,0.14
adapte,3.58
adepte,0.88
adhera,0.0
adhere,1.22
adieux,10.54
adjuge,0.48000000000000004
adjura,0.14
adjure,0.75
admets,3.92
admira,3.04
admire,17.5
admise,2.44
adonis,0.0
adonna,0.47
adonne,1.42
adopta,1.49
adopte,10.67
adorai,0.14
adoree,1.82
adorer,3.31
adores,0.9500000000000001
adorez,0.14
adorne,0.14
adossa,2.23
adosse,7.44
adouba,0.07
adoube,0.27
adouci,1.28
adroit,3.51
adulee,0.47
aduler,0.07
adules,0.34
adulte,18.59
advenu,1.62
advint,1.6900000000000002
aerage,0.0
aerait,0.41
aerees,0.47
aerien,6.42
aerons,0.07
affadi,0.2
affala,2.09
affale,5.27
affame,3.71
affect,0.0
affide,0.14
affile,0.14
affina,0.07
affine,0.8800000000000001
affixe,0.07
afflua,0.27
afflue,1.02
afflux,2.3
affola,2.16
affole,11.22
affres,2.36
affure,0.8800000000000001
affuta,0.14
affute,1.22
affuts,0.54
afghan,0.48000000000000004
agacee,3.11
agacer,2.77
agaces,0.74
agacez,0.14
agames,0.0
agapes,0.61
agates,0.61
agathe,0.14
agaves,0.41
agenca,0.07
agence,14.93
agenda,5.41
agente,0.07
agents,16.69
agiles,1.69
agirai,0.34
agiras,0.07
agirez,0.2
agisme,0.0
agisse,4.53
agitai,0.14
agitat,0.07
agitee,7.3
agiter,11.89
agites,4.19
agitez,0.14
agneau,5.95
agnela,0.47
agonie,13.450000000000001
agonir,0.61
agonit,0.14
agouti,0.34
agrafa,0.07
agrafe,1.49
agreee,0.2
agreer,3.18
agrees,0.34
agreez,0.14
agrege,0.94
agrume,0.07
ahaner,0.27
ahurie,2.0999999999999996
ahurir,0.41
ahuris,2.71
ahurit,0.41
aicher,0.0
aidais,1.49
aidait,9.73
aidant,11.49
aidees,0.34
aident,2.57
aidera,2.97
aidiez,0.2
aidons,0.47
aieule,3.24
aieuls,0.27
aigles,3.45
