word,frequency
abc,0.0
ace,0.0
ada,0.0
ado,0.2
adp,0.0
aga,5.95
age,220.13
agi,13.31
ahi,0.27
aid,0.34
aie,47.910000000000004
ail,7.97
air,661.01
ais,0.47
ait,148.65
ako,0.0
ale,0.14
alu,0.95
ame,129.53
ami,149.6
ana,0.14
ane,14.32
ans,609.05
ape,0.07
api,0.2
ara,0.41
arc,14.05
are,1.22
ars,0.07
art,81.49
asa,0.0
ase,0.2
aux,1907.57
ave,2.56
axa,0.07
axe,9.799999999999999
aya,0.0
bac,13.99
bah,12.03
bai,1.22
bal,18.31
ban,1.76
bar,52.57
bas,250.0
bat,20.33
bau,0.07
bea,0.2
bec,23.31
bee,5.76
bel,37.09
ben,29.73
ber,0.07
beu,0.95
bey,2.91
bib,0.0
bic,0.41
bif,0.14
bim,0.2
bio,0.41
bip,1.28
bis,3.38
bit,0.14
ble,23.24
boa,1.96
bob,0.27
boc,0.07
bof,2.84
bol,20.07
bon,594.99
bop,0.27
bot,0.54
box,4.05
boy,6.42
bri,0.41
bru,2.84
bua,0.0
bue,2.36
bug,0.0
bus,14.049999999999999
but,74.39
bye,2.03
cab,0.2
caf,0.0
cal,0.34
cap,15.68
car,485.2
cas,217.36
cep,0.88
ces,1547.5
cet,497.5
chi,0.54
chu,0.81
cil,2.16
cis,0.0
cle,35.0
cob,0.0
coi,2.16
col,51.82
com,0.27
con,75.67999999999999
cop,0.27
coq,15.68
cor,2.36
cou,112.7
cre,1.69
cri,71.55
cru,103.11
cul,64.46
dab,1.28
dal,0.0
dam,1.62
dan,0.07
dao,0.0
dec,0.0
der,3.58
des,10907.91
dey,1.96
dia,1.22
die,1.82
dig,0.27
dis,477.36
dit,2616.2799999999997
dix,209.86
dna,0.0
doc,0.54
dol,0.07
dom,0.34
don,30.27
dos,213.99
dot,4.32
dru,4.06
dry,1.22
duc,14.8
due,7.98
duo,2.09
dur,95.21000000000001
dus,13.24
dut,48.379999999999995
eau,417.84
ecu,1.49
ego,1.22
elu,7.3
emu,17.36
eon,0.0
epi,1.82
ere,7.64
erg,0.0
ers,0.0
est,7984.12
etc,55.0
ete,980.74
eue,13.850000000000001
euh,15.47
eus,49.05
eut,536.62
eux,504.26
eve,19.93
ewe,0.14
exo,0.2
fac,2.09
faf,0.0
fan,1.49
far,0.07
fat,1.15
fau,0.0
fax,0.14
fee,6.62
fer,106.28
feu,215.46999999999997
fez,1.15
fia,0.14
fic,0.0
fie,1.29
fil,75.95
fin,338.65
fis,40.74
fit,483.85
fla,0.0
foc,1.22
foi,76.49
fol,1.28
for,8.51
fou,111.08
fox,0.41
fra,0.34
fui,8.44
fun,0.07
fus,47.1
fut,634.3199999999999
gag,1.08
gai,22.64
gal,0.07
gan,0.0
gap,0.0
gay,0.41000000000000003
gaz,28.65
gel,6.22
geo,1.22
gig,0.14
gin,4.32
gis,0.0
