word,frequency
abaissa,2.64
abaisse,5.0
abalone,0.0
abandon,25.2
abatage,0.07
abattes,0.0
abattez,0.0
abattis,1.35
abattit,5.07
abattra,0.61
abattre,14.32
abattue,3.9800000000000004
abattus,3.7100000000000004
abbayes,0.47
abbesse,0.41
abdiqua,0.2
abdique,1.3599999999999999
abdomen,1.55
abeille,3.18
abeties,0.07
abhorre,0.47000000000000003
abimait,1.22
abimant,0.54
abimees,0.74
abiment,0.88
abimera,0.14
abimons,0.07
abjecte,1.49
abjects,0.54
abjurer,0.68
abjurez,0.0
abkhaze,0.07
ablatif,0.14
ablette,0.41
aboient,0.81
aboiera,0.0
abolies,0.6100000000000001
abolira,0.34
abomine,0.41
abondai,0.07
abonder,0.61
abonnai,0.07
abonnat,0.07
abonnee,0.8200000000000001
abonner,0.14
abonnes,1.69
abonnez,0.07
abordai,0.61
abordee,0.54
aborder,12.91
abordes,0.48
abordez,0.0
abortif,0.0
abouche,0.07
abouler,0.14
aboules,0.0
aboulez,0.14
aboulie,0.14
abounas,0.07
aboutie,0.07
aboutir,9.8
aboutis,0.34
aboutit,3.45
aboyait,1.55
aboyant,1.42
aboyeur,0.34
aboyons,0.07
abrasif,0.6100000000000001
abraxas,0.0
abregea,0.14
abregee,0.4
abreger,1.82
abreges,0.14
abregez,0.07
abreuva,0.27
abreuve,1.9000000000000001
abribus,0.14
abricot,1.83
abritai,0.07
abritee,1.49
abriter,6.96
abrites,1.2200000000000002
abritez,0.2
abrogee,0.0
abroger,0.07
abroges,0.14
abrupte,2.84
abrupts,0.9500000000000001
abrutie,1.49
abrutir,0.95
abrutis,4.25
abrutit,0.41
abscons,0.54
absence,72.5
absenta,0.34
absente,9.74
absents,6.76
absides,0.07
absolue,16.15
absolus,1.01
absolve,0.0
absorba,2.03
absorbe,13.52
absoute,0.28
abstenu,0.81
abstins,0.41
abstint,1.08
abstrus,0.34
absurde,29.53
abusais,0.27
abusait,1.82
abusant,0.81
abusees,0.07
abusent,0.88
abusera,0.0
abuseur,0.0
abusiez,0.0
abusifs,0.14
abusive,0.74
abusons,0.0
abyssal,0.34
abysses,0.34
abyssin,0.28
acabits,0.07
acacias,3.11
acadien,0.0
acajous,0.14
acanthe,0.27
accabla,0.95
accable,9.59
accedai,0.14
acceder,5.81
accedes,0.0
accedez,0.0
accents,7.23
accepta,10.54
accepte,45.81
acclama,0.34
acclame,2.09
accolee,0.48
accoler,0.27
accoles,0.74
accorda,2.97
accorde,19.599999999999998
accordo,0.07
accords,11.49
accores,0.07
accorte,0.27
accorts,0.07
accosta,0.54
accoste,0.81
accotee,0.27
accoter,0.07
accotes,0.27
accouda,2.97
accoude,6.49
accoure,0.14
accours,0.34
accourt,2.57
accouru,1.82
accrocs,0.54
accrois,0.07
accroit,1.76
accrues,0.47000000000000003
accueil,16.22
acculat,0.07
acculee,0.34
acculer,0.88
accules,0.6799999999999999
acculez,0.0
accusai,0.47
accusat,0.2
accusee,1.75
accuser,7.03
accuses,6.15
accusez,0.88
acerbes,0.14
acerees,0.8800000000000001
acetate,0.14
acetone,0.27
achaler,0.0
achards,0.0
acharna,1.22
acharne,9.33
achetai,2.23
achetat,0.2
achetee,5.88
acheter,57.09
achetes,4.73
achetez,1.22
achevai,0.54
achevat,0.61
achevee,5.27
achever,15.0
acheves,1.0899999999999999
achevez,0.07
achoppa,0.07
achoppe,0.28
acidite,0.81
acidose,0.0
acidule,0.74
acierie,0.14
acolyte,0.61
acompte,1.01
acquets,0.14
acquise,5.880000000000001
acquits,0.07
acteurs,12.3
actions,14.53
activai,0.07
activee,0.0
activer,1.35
actives,1.55
activez,0.0
actrice,7.57
actuels,2.97
adaptai,0.07
adaptat,0.07
adaptee,1.42
adapter,3.72
adaptes,0.8800000000000001
adaptez,0.07
addenda,0.0
additif,0.14
adenine,0.0
adenome,0.07
adeptes,1.96
adequat,1.82
adherer,1.82
adherez,0.0
adhesif,0.61
adipeux,0.95
adjoins,0.07
adjoint,7.16
adjugee,0.0
adjuger,0.0
adjuges,0.0
adjugez,0.0
adjurai,0.2
adjurer,0.47
admette,0.34
admirai,0.81
admiree,1.15
admirer,17.64
admires,0.95
admirez,1.42
admises,0.68
adonies,0.07
adonnai,0.14
adonnee,0.0
adonner,1.08
adonnes,0.41
adonnez,0.0
adoptai,0.41
adoptat,0.41
adoptee,2.98
adopter,9.19
adoptes,0.81
adoptez,0.07
adoptif,1.96
adorais,2.3
adorait,9.46
adorant,0.21000000000000002
adorees,0.27
adorent,2.91
adorera,0.14
adoriez,0.07
adorons,0.54
adossai,0.07
adossee,2.7800000000000002
adosser,1.35
adosses,1.63
adossez,0.0
adouber,0.0
adoucie,1.08
adoucir,3.58
adoucis,0.27
adoucit,2.1599999999999997
adressa,11.15
adresse,67.7
adroite,0.74
adroits,0.54
adulais,0.0
adulait,0.07
adulent,0.0
adultat,0.14
adultes,20.07
advenir,1.15
advenue,0.27
adverbe,0.27
adverse,2.5
advient,1.49
aeriens,2.43
aerobic,0.07
aeronef,0.07
aerosol,0.47
affable,3.11
affadie,0.27
affadir,0.14
affadis,0.07
affadit,0.07
affaira,0.68
affaire,154.73
affalai,0.07
affalee,1.01
affaler,1.89
affales,1.08
affalez,0.0
affamee,2.7
affamer,0.14
affames,5.48
affamez,0.0
affecta,1.28
affecte,8.709999999999999
affermi,0.34
afficha,0.47
affiche,11.420000000000002
affidee,0.07
affides,0.14
affilee,3.92
affiler,0.0
affiles,0.07
affilia,0.07
affilie,0.34
affinee,0.21000000000000002
affiner,0.68
affirma,10.07
affirme,14.52
afflige,3.99
affluer,1.35
affolai,0.14
affolat,0.07
affolee,5.21
affoler,2.5
affoles,4.05
affolez,0.27
affrete,0.14
affreux,26.01
affront,2.77
affubla,0.14
affuble,2.6999999999999997
affuree,0.07
affurer,0.41
