word,frequency
abaissante,0.0
abaisserai,0.07
abandonnai,2.16
abandonnas,0.14
abandonnat,0.34
abandonnee,17.9
abandonner,27.7
abandonnes,9.8
abandonnez,0.88
abasourdie,1.08
abasourdir,0.14
abasourdis,0.27
abatardies,0.07
abattaient,2.36
abattement,2.36
abattirent,0.95
abbatiales,0.07
abdication,1.82
abdominale,0.61
abdominaux,0.8200000000000001
abecedaire,0.07
aberrantes,0.34
aberration,3.31
abetissait,0.14
abjections,0.14
abjuration,0.41
abnegation,3.58
aboiements,3.58
abolissais,0.07
abolissait,0.74
abolissant,0.54
abolissent,0.14
abolissons,0.0
abominable,8.99
abondaient,1.42
abondantes,1.22
abonnement,1.55
abordables,0.0
abordaient,1.28
aborderais,0.07
aborderait,0.14
aborderent,0.68
aborderiez,0.0
aborderons,0.07
aborderont,0.14
aborigenes,0.21000000000000002
abornement,0.07
abouliques,0.14
aboutirais,0.14
aboutirait,0.61
aboutirent,0.68
aboutirons,0.0
aboutiront,0.27
aboutissez,0.07
aboutonnai,0.07
abregerait,0.07
abreuvoirs,0.68
abreviatif,0.07
abricotier,0.14
abricotine,0.07
abritaient,1.49
abriterait,0.2
abriterent,0.07
abriterons,0.0
abriteront,0.07
abrogation,0.14
abscission,0.07
absenterai,0.07
absidiales,0.14
absinthant,0.07
absolument,63.45
absolution,2.5
absorbante,0.27
absorbants,0.07
absorberai,0.0
absorbions,0.07
absorption,1.89
absoudrait,0.14
absoudriez,0.07
abstenions,0.07
abstention,1.28
abstiennes,0.0
abstinence,1.42
abstinente,0.0
abstinrent,0.07
abstraites,1.75
absurdites,0.74
abyssinien,0.0
academique,0.61
academisme,0.27
acagnardai,0.07
acagnardee,0.07
acagnarder,0.14
acariatres,0.34
accablante,2.43
accablants,0.74
accablions,0.07
accaparait,0.74
accaparant,0.2
accaparees,0.07
accapareur,0.0
accedaient,0.34
accederais,0.14
accederait,0.07
accelerais,0.27
accelerait,2.64
accelerant,1.08
accelerees,0.2
accelerent,0.54
accelerera,0.0
acceleriez,0.0
accelerons,0.0
accentuais,0.07
accentuait,4.05
accentuant,1.76
accentuees,0.41000000000000003
accentuent,0.54
acceptable,3.51
acceptames,0.14
accepterai,1.22
accepteras,0.27
accepterez,0.2
acceptions,1.55
accesseurs,0.07
accessible,4.12
accessoire,2.09
accidentee,0.68
accidentel,1.42
accidenter,0.0
accidentes,0.34
acclimatai,0.07
acclimater,1.08
acclimates,0.21000000000000002
acclimatez,0.0
accolement,0.07
accolerais,0.0
accommodai,0.07
accommodat,0.14
accommodee,0.27
accommoder,4.26
accommodes,0.41
accompagna,9.46
accompagne,37.24
accomplies,1.69
accomplira,0.61
accordeons,0.68
accorderai,0.0
accorderas,0.07
accorderez,0.2
accordions,0.2
accosterez,0.0
accotaient,0.14
accotement,1.08
accoterent,0.07
accouchais,0.0
accouchait,0.41
accouchant,0.0
accouchees,0.34
accouchent,0.14
accouchera,0.0
accoucheur,0.47
accoudions,0.07
accoudoirs,2.97
accouplais,0.07
accouplait,0.2
accouplant,0.07
accouplees,0.2
accouplent,0.34
accouplera,0.0
accourrais,0.0
accourrait,0.2
accourront,0.07
accoutumai,0.07
accoutumee,5.609999999999999
accoutumer,1.08
accoutumes,1.49
accreditee,0.14
accrediter,0.74
accredites,0.21000000000000002
accreditif,0.07
accrochage,0.88
accrochais,1.01
accrochait,10.34
accrochant,4.79
accrochees,6.08
accrochent,2.64
accrochera,0.07
accrocheur,0.14
accrochiez,0.0
accrochons,0.07
accroissez,0.0
accroupies,1.28
accueilles,0.07
accueillez,0.14
accueillie,2.23
accueillir,13.99
accueillis,3.18
accueillit,6.890000000000001
acculaient,0.2
acculerent,0.07
accumulais,0.27
accumulait,2.57
accumulant,1.55
accumulees,3.04
accumulent,0.95
accusaient,2.09
accusateur,1.22
accusation,5.74
accuserais,0.07
accuserait,0.54
accuserent,0.2
accuseriez,0.07
accuserons,0.0
accuseront,0.0
acetabulum,0.0
achalandee,0.07
achalandes,0.14
acharnerai,0.0
acheminait,0.88
acheminant,0.27
acheminees,0.27
acheminent,0.61
acheminons,0.27
achetaient,2.16
acheterais,0.74
acheterait,1.22
acheterent,0.95
acheteriez,0.07
acheterons,0.41
acheteront,0.54
acheteuses,0.2
achevaient,4.19
achevement,1.76
acheverait,0.88
acheverent,1.22
acheverons,0.0
acheveront,0.2
acoustique,1.08
acquereurs,0.2
acquerions,0.07
acquerront,0.07
acquierent,0.74
acquiescai,0.74
acquiescer,1.49
acquiesces,0.0
acquittais,0.34
acquittait,0.81
acquittant,0.2
acquittent,0.0
acquittera,0.07
acrobaties,1.76
acrophobie,0.0
acrostiche,0.0
acryliques,0.14
actionnais,0.07
actionnait,0.81
actionnant,0.61
actionnees,0.07
actionnent,0.0
actionneur,0.0
activaient,0.74
activateur,0.0
activation,0.07
activement,3.51
activerait,0.0
activerent,0.14
activistes,0.8799999999999999
actualisee,0.07
actualiser,0.07
actualisez,0.0
actualites,3.04
adamantine,0.07
adaptables,0.14
adaptaient,0.14
adaptateur,0.41
adaptatifs,0.07
adaptation,4.46
adapterais,0.07
adapterait,0.07
adapterent,0.07
adapterons,0.07
adapteront,0.07
additionne,0.6799999999999999
adducteurs,0.0
adenovirus,0.0
adequation,0.34
adheraient,0.27
adherences,0.41
adherentes,0.14
adjacentes,0.47
adjoignait,0.07
adjoignant,0.07
adjonction,0.41
adjuraient,0.07
adjuration,0.2
adjurerait,0.07
admettions,0.2
admettrais,0.2
admettrait,0.54
admettriez,0.0
admettrons,0.14
admettront,0.0
administra,0.47
administre,2.17
admirables,7.64
admiraient,1.82
admirateur,1.48
admiratifs,1.49
admiration,32.3
admirative,2.3
admirerais,0.14
admirerait,0.27
admirerent,0.74
admireront,0.14
admissible,0.6100000000000001
admissions,0.0
admonestat,0.07
admonester,0.0
admonestes,0.14
admonition,0.14
adolescent,12.9
adonnaient,0.61
adonnerait,0.07
adoptaient,0.14
adopterait,0.34
adopterent,0.47
adopterons,0.0
adopteront,0.14
adorateurs,1.42
adorations,0.2
adoratrice,0.0
adorerions,0.0
adornaient,0.2
adossaient,0.27
adosserent,0.14
adoubement,0.27
adoucirait,0.14
adoucirent,0.07
adoucissez,0.0
adrenaline,0.68
adressames,0.14
adresserai,0.34
adresseras,0.0
adresserez,0.07
adressions,0.41
adriatique,0.07
adulations,0.2
adulterees,0.07
adulterine,0.14
adulterins,0.2
adventices,0.2
adventiste,0.0
adversaire,15.95
adversites,0.07
adviennent,0.07
aerodromes,0.95
aerofreins,0.07
aerographe,0.07
aerolithes,0.14
aeromobile,0.0
aeronautes,0.07
aeronavale,0.27
aeronavals,0.07
aeropathie,0.0
aerophagie,0.14
aeroplanes,0.47
aeroportee,0.07
aeroportes,0.2
aerostiers,0.07
aerotrains,0.07
affabilite,1.22
affaiblies,0.6799999999999999
affaiblira,0.07
affairions,0.07
affairisme,0.07
affairiste,0.21000000000000002
affaissait,0.74
affaissant,0.61
affaissees,0.41
affaissent,1.08
affalaient,0.2
affalement,0.14
affalerent,0.14
affamaient,0.07
affamantes,0.07
affectames,0.07
affecterai,0.07
affections,1.76
affectives,0.2
affectueux,7.97
afferentes,0.2
affermisse,0.07
affeteries,0.2
affichages,0.07
afficherai,0.0
affichette,1.08
afficheurs,0.0
affichions,0.14
affichiste,0.14
affinaient,0.07
affinement,0.2
affinerait,0.07
affirmatif,1.35
affirmerai,0.07
affirmeras,0.07
affirmerez,0.0
affirmions,0.14
affleurait,1.08
affleurant,0.28
affleurent,0.95
affliction,2.5
affligeait,0.2
affligeant,0.8800000000000001
affluaient,1.69
affluentes,0.07
affluerent,0.81
affolaient,0.54
affolantes,0.2
affolement,5.34
affolerais,0.07
affolerait,0.07
affolerent,0.14
affoleront,0.0
affranchie,1.62
affranchir,5.2
affranchis,1.62
affranchit,1.15
affriandai,0.07
affriander,0.07
affriandes,0.07
affriolait,0.07
affriolant,0.21000000000000002
affrontais,0.27
affrontait,0.88
affrontant,0.88
affrontees,0.28
affrontent,1.49
affrontera,0.07
affrontiez,0.07
affrontons,0.14
aficionado,0.2
africaines,1.8900000000000001
afrikaners,0.0
agacements,0.27
agapanthes,0.07
agencaient,0.07
agencement,1.69
agenouilla,5.54
agenouille,6.5600000000000005
agglomerat,0.47
agglomeree,0.14
agglomerer,0.2
agglomeres,0.62
agglutinee,0.14
agglutiner,0.27
agglutines,1.89
agglutinez,0.0
aggravante,0.34
agissaient,1.49
agissantes,0.14
agissement,0.14
agitassent,0.07
agitateurs,1.22
agitations,1.28
agitatrice,0.0
agnostique,0.48
agonisante,1.29
agonisants,1.4200000000000002
agonissait,0.07
agoraphobe,0.0
agrafeuses,0.07
agrandirai,0.0
agregatifs,0.07
agregation,2.97
agregative,0.07
agrementee,1.02
agrementer,0.41
agrementes,0.68
agresseurs,1.4200000000000002
agressions,1.62
agressives,1.15
agrippants,0.07
agrippions,0.07
agrovilles,0.07
aguichante,0.27
aguicheurs,0.07
aguicheuse,0.34
ahanements,0.27
ahurissait,0.27
ahurissant,1.42
aideraient,0.41
aigrelette,1.76
aigrissait,0.14
aigrissent,0.07
aiguillage,1.42
aiguillant,0.2
aiguillees,0.28
aiguilleur,0.34
aiguillons,0.41
aiguiserai,0.07
aimassions,0.07
aimeraient,2.03
ajaccienne,0.07
ajouraient,0.07
ajoutaient,4.26
ajouterais,0.41
ajouterait,0.74
ajouterent,0.68
ajouterons,0.0
ajouteront,0.41
ajustables,0.0
ajustaient,0.07
ajustement,0.61
ajusterent,0.07
akkadienne,0.0
alambiquee,0.0
alambiques,0.07
alarmaient,0.07
alarmantes,0.54
alarmerait,0.07
alarmistes,0.41000000000000003
albanaises,0.07
alcalinite,0.0
alchimique,0.81
alchimiste,2.16
alcoolemie,0.2
alcoolique,2.5
alcoolisee,0.27
alcoolises,0.2
alcoolisme,0.95
alcoometre,0.07
aleatoires,0.2
alertement,0.27
alerterais,0.0
alerterait,0.27
alerterent,0.14
alerteront,0.0
alexandrin,0.41
algebrique,0.27
algebriste,0.07
algerienne,2.3699999999999997
algorithme,0.0
alienation,1.49
alienerait,0.07
alignaient,5.07
alignement,4.12
alignerent,0.27
alignerons,0.0
aligneront,0.07
alimentais,0.07
alimentait,1.01
alimentant,0.07
alimentees,0.2
alimentent,0.54
alimentera,0.14
alimentons,0.0
allaitante,0.0
allechante,0.61
allechants,0.41
allegation,0.07
allegeance,1.35
allegement,0.6699999999999999
allegerait,0.07
allegories,1.01
allegorise,0.07
allegresse,11.82
allegretto,0.27
allemandes,14.190000000000001
allergenes,0.07
allergique,0.61
alligators,0.27
allobroges,0.27
allocation,0.41
allochtone,0.0
allocution,3.11
allogreffe,0.0
allongeais,0.95
allongeait,6.35
allongeant,3.58
allongeons,0.14
allongerai,0.14
allongeras,0.0
allongions,0.27
allopathie,0.0
allouerait,0.14
allumaient,4.53
allumerais,0.07
allumerait,0.34
allumerent,2.5
allumerons,0.14
allumeront,0.2
allumettes,11.15
allumeuses,0.2
allusionne,0.07
alourdirai,0.0
alpenstock,0.34
alpinistes,0.34
alsacienne,2.3600000000000003
alteraient,0.41
alteration,0.95
altererent,0.07
altereront,0.0
alternance,2.84
alternatif,0.14
alternions,0.0
altimetres,0.0
altruistes,0.0
alunissage,0.0
alveolaire,0.0
amabilites,1.55
amadoueras,0.0
amalgamais,0.07
amalgamait,0.07
amalgamant,0.0
amalgamees,0.14
amarraient,0.27
amassaient,0.61
amasserent,0.07
ambassades,1.96
ambidextre,0.0
ambiguites,0.2
ambitieuse,1.01
ambitionne,0.61
ambivalent,0.14
ambulances,2.43
ambulantes,0.07
ameliorait,0.54
ameliorant,0.34
ameliorees,0.47000000000000003
ameliorent,0.34
ameliorera,0.2
ameliorons,0.0
amenageait,0.14
amenageant,0.14
amenagerai,0.07
amendement,0.14
amenerions,0.0
amenorrhee,0.14
amenuisait,0.95
amenuisant,0.88
amenuisent,0.41
americaine,24.26
americains,45.06
americanos,0.07
amerindien,0.0
amerloques,0.74
amethystes,0.54
ameutaient,0.14
ameuterait,0.14
amicalites,0.07
amidonnees,0.2
amidonnent,0.0
ammoniaque,0.48000000000000004
amnesiques,0.07
amniotique,0.14
amoindries,0.07
amoindrira,0.0
amollirent,0.14
amoncelait,0.34
amoncelant,0.14
amoncelees,0.41
amoraliste,0.0
amorcaient,0.27
amorcerait,0.07
amorcerent,0.27
amortirent,0.14
amortiront,0.0
amourachee,0.34
amouracher,0.2
amouraches,0.07
amourettes,0.68
amoureuses,5.74
ampelopsis,0.07
amphibiens,0.0
amphigouri,0.27
amphitrite,0.07
amphitryon,0.07
amplifiait,2.43
amplifiant,0.54
amplifiees,0.2
amplifient,0.41
amplifiera,0.0
amplifions,0.0
amputation,1.28
amputerait,0.0
amusements,0.95
amygdalien,0.0
amygdalite,0.0
anachorete,0.41
anacoluthe,0.07
anadyomene,0.14
anagrammes,0.14
analogique,0.07
analysants,0.14
analyserai,0.14
analyseurs,0.0
analysions,0.07
analytique,0.41000000000000003
anarchique,1.08
anarchisme,0.47
anarchiste,4.32
anastomose,0.0
anatomique,1.15
anatomiser,0.07
anatomiste,0.27
ancestrale,2.03
ancestraux,0.14
anciennete,1.55
ancillaire,0.34
andalouses,0.27
andorranes,0.07
andouiller,0.2
andouilles,1.42
andrinople,0.2
androgenes,0.0
androgynes,0.27
androgynie,0.07
andropause,0.14
aneantirai,0.0
aneantisse,0.07
anecdotier,0.0
anemometre,0.14
anesthesia,0.07
anesthesie,2.8400000000000003
anevrismes,0.0
angeliques,1.01
angleterre,0.47
angliciser,0.0
anglomanes,0.07
anglomanie,0.07
anglophile,0.2
anglophobe,0.0
anglophone,0.14
angoissais,0.0
angoissait,1.35
angoissant,2.37
angoissees,0.41000000000000003
angoissent,0.0
angoissiez,0.0
angulaires,0.14
anguleuses,0.61
angulosite,0.07
anicroches,0.2
animalcule,0.14
animalerie,0.07
animaliere,0.34
animaliers,0.07
animateurs,0.61
animations,0.14
animatrice,0.14
animosites,0.07
ankylosait,0.14
ankylosees,0.27
annexaient,0.34
annexerent,0.07
annihilait,0.14
annihilant,0.07
annihilent,0.14
annihilons,0.0
annoncerai,0.07
annonceras,0.07
annoncerez,0.07
annonceurs,0.07
annonceuse,0.27
annoncions,0.07
annotation,0.14
annulaient,0.27
annulation,0.74
annulerais,0.0
annulerait,0.2
annulerent,0.14
annulerons,0.0
annuleront,0.0
anonnaient,0.14
anonnement,0.07
anorexique,0.48000000000000004
anormalite,0.2
antalgique,0.0
antecedent,0.0
antechrist,1.08
anterieure,3.92
anterieurs,2.23
anthologie,0.68
anthracene,0.0
anthracine,0.0
anthracite,2.91
anthracose,0.0
antiacides,0.0
antiaerien,0.2
anticipais,0.14
anticipait,0.34
anticipant,0.47
anticipees,0.07
anticipent,0.07
anticipera,0.07
anticipons,0.2
antidatait,0.07
antidopage,0.0
antidrogue,0.07
antiemeute,0.0
antifading,0.07
antigrippe,0.0
antillaise,0.2
antinomies,0.07
antipathie,1.69
antiphrase,0.34
antipoison,0.07
antiproton,0.0
antiquaire,3.58
antiquites,2.91
antiseches,0.14
antisemite,1.15
antisepsie,0.07
antisexuel,0.07
antisocial,0.0
antistress,0.0
antitheses,0.07
antitoxine,0.0
antitussif,0.0
antiviraux,0.0
antonomase,0.07
apaisaient,0.54
apaisantes,0.95
apaisement,6.69
apaiserais,0.07
apaiserait,0.54
apaiserent,0.68
apathiques,0.14
apercevais,6.55
apercevait,25.68
apercevant,8.45
aperceviez,0.0
apercevoir,35.2
apercevons,0.95
apercevrai,0.2
apercevras,0.27
apercevrez,0.68
apercoives,0.14
apercurent,3.85
aperitives,0.14
apesanteur,0.81
apeuraient,0.07
aphasiques,0.2
aphorismes,0.74
aphrodisie,0.14
apiculteur,0.07
apiculture,0.0
apitoierai,0.0
aplaniront,0.14
aplanissez,0.0
aplatirais,0.0
aplatirait,0.07
aplatirent,0.2
aplatissez,0.07
apocalypse,6.01
apocryphes,0.14
apolitique,0.14
apolitisme,0.07
apologiste,0.14
apoplexies,0.07
apostillee,0.07
apostropha,0.68
apostrophe,1.9
apotheoses,0.14
apparaisse,2.03
apparaitra,1.08
apparaitre,24.46
appareilla,0.34
appareille,0.6799999999999999
apparences,14.19
apparentee,0.47
apparenter,0.34
apparentes,2.58
appariteur,0.34
apparition,28.65
appartenez,0.74
appartenir,9.12
appartiens,2.84
appartient,20.27
apparurent,5.95
appaterait,0.07
appauvries,0.07
