word,frequency
abaissai,0.07
abaissee,0.47000000000000003
abaisser,2.91
abaisses,0.21000000000000002
abaissez,0.07
abalones,0.07
abandons,2.16
abatardi,0.2
abattage,1.15
abattais,0.27
abattait,3.45
abattant,2.5
abattent,2.03
abatteur,0.2
abattiez,0.0
abattoir,2.36
abattons,0.0
abattrai,0.0
abattras,0.0
abattrez,0.0
abattues,0.9500000000000001
abbatial,0.27
abbesses,0.61
abdiquai,0.07
abdiquee,0.07
abdiquer,0.41
abdiquez,0.0
abeilles,6.69
aberrant,1.28
abhorree,0.14
abhorrer,0.14
abhorres,0.07
abhorrez,0.0
abimerai,0.0
abimeras,0.14
abimerez,0.0
abimions,0.14
abjectes,0.2
abjurant,0.0
abjurons,0.07
ablation,1.28
ablettes,0.54
ablution,0.14
aboliras,0.0
abominer,0.07
abondais,0.14
abondait,0.47
abondant,1.49
abondent,0.47
abonnant,0.0
abonnees,0.2
abordage,1.42
abordais,0.54
abordait,2.5
abordant,1.42
abordees,0.27
abordent,0.54
abordera,0.34
abordiez,0.07
abordons,0.41
abortive,0.14
abouchee,0.07
aboucher,0.34
abouches,0.07
aboutait,0.07
aboutira,0.41
aboutons,0.07
aboyante,0.07
aboyeurs,0.41000000000000003
abrasifs,0.07
abrasion,0.14
abrasive,0.0
abregeai,0.07
abregeat,0.07
abregent,0.34
abregera,0.0
abreuvee,0.27
abreuver,2.09
abreuves,0.27
abreuvez,0.0
abricots,1.35
abritais,0.14
abritait,4.53
abritant,1.82
abritees,0.54
abritent,1.15
abritera,0.07
abritiez,0.0
abritons,0.0
abrogees,0.14
abrogent,0.0
abruptes,1.55
abruties,0.14
abrutira,0.07
abscisse,0.0
absconse,0.07
absences,3.78
absentai,0.07
absentee,0.2
absenter,1.49
absentes,0.88
absinthe,2.91
absolues,1.01
absolves,0.0
absorbai,0.07
absorbee,2.9099999999999997
absorber,4.53
absorbes,2.16
absorbez,0.0
absoudre,1.55
absoutes,0.07
abstenez,0.07
abstenir,2.77
abstenue,0.47
abstenus,0.14
abstiens,0.14
abstient,0.34
abstrais,0.07
abstrait,6.22
abstruse,0.14
absurdes,6.3500000000000005
abuserai,0.07
abuserez,0.07
abusives,0.34
abyssale,0.2
abyssins,0.07
academie,8.31
acadiens,0.07
acanthes,0.34
acariens,0.07
accablai,0.07
accablat,0.07
accablee,3.31
accabler,3.58
accables,1.9
accablez,0.14
accalmie,2.97
accalmit,0.07
accapara,0.07
accapare,1.29
accedais,0.2
accedait,2.7
accedant,0.2
accedent,0.41
accedera,0.07
accedons,0.2
accelera,1.96
accelere,7.359999999999999
accentua,1.96
accentue,3.38
acceptai,3.38
acceptat,1.42
acceptee,3.24
accepter,36.62
acceptes,2.02
acceptez,2.16
accessit,0.07
accident,36.62
acclamee,0.07
acclamer,1.01
acclames,0.47
acclamez,0.0
accointe,0.07
accolade,1.69
accolait,0.14
accolant,0.0
accolees,0.75
accolent,0.07
accompli,15.059999999999999
accordai,0.54
accordas,0.07
accordat,0.88
accordee,5.13
accorder,14.73
accordes,1.83
accordez,0.81
accortes,0.14
accostee,0.14
accoster,1.35
accostez,0.0
accotait,0.14
accotant,0.34
accotees,0.14
accotent,0.07
accotons,0.07
accoucha,0.54
accouche,2.3
accoudai,0.47
accoudee,2.57
accouder,1.42
accoudes,1.62
accoupla,0.07
