word,frequency
abaca,0.0
abats,1.35
abbes,1.22
abces,3.31
abdos,0.0
abeti,0.61
abima,0.74
abime,21.48
aboie,2.03
abois,2.7
aboli,2.7
abord,7.3
about,0.47
aboya,1.42
aboye,0.54
abris,5.68
abusa,0.2
abuse,4.73
abyme,0.07
acces,23.78
accro,0.61
accru,1.7600000000000002
accus,0.27
acere,1.08
achat,10.95
aches,0.07
acide,10.74
acier,33.38
acnes,0.07
acres,1.6900000000000002
actes,21.42
actif,5.07
adage,0.54
adent,0.0
adieu,34.86
adira,0.0
adjas,0.68
admet,3.45
admis,13.04
admit,3.1799999999999997
adobe,0.0
adonc,0.07
adora,0.07
adore,19.87
adret,0.07
adule,0.61
aedes,0.07
aeree,1.02
aerer,2.03
aeres,0.34
aerez,0.07
affin,0.0
affut,10.81
agaca,1.22
agace,12.239999999999998
agami,0.07
agape,0.07
agate,0.61
agave,0.07
agees,1.69
agent,22.5
agglo,0.07
aghas,0.07
agile,3.31
agios,0.07
agira,1.08
agita,6.76
agite,22.03
agnat,0.07
agora,0.68
agrea,0.2
agree,0.88
agreg,0.0
agres,1.01
ahana,0.2
ahane,0.48000000000000004
ahans,0.2
ahuri,7.57
aidai,1.08
aidat,0.54
aidee,4.8
aider,60.41
aides,7.7700000000000005
aidez,2.77
aient,29.8
aieul,4.46
aieux,2.09
aigle,7.91
aigre,9.600000000000001
aigri,1.4200000000000002
aigue,11.49
aigus,5.68
ailee,1.01
ailes,40.54
aille,36.82
aimai,0.81
aimat,2.03
aimee,18.310000000000002
aimer,84.46
aimes,34.39
aimez,18.38
ainee,9.870000000000001
aines,5.210000000000001
ainsi,469.46
aioli,0.27
aires,0.68
aisee,2.91
aises,2.97
aitre,0.07
ajonc,0.2
ajout,0.2
alain,0.0
album,13.31
aldol,0.0
aleas,0.81
alene,0.34
aleph,0.41
alese,0.61
aleze,0.07
alfas,0.14
algie,0.0
algue,1.62
alias,3.85
alibi,5.47
alise,0.0
alita,0.27
alite,0.41
alize,0.48
allai,18.92
allas,0.07
allat,2.97
allee,61.08
aller,376.08000000000004
alles,17.23
allez,155.60999999999999
allia,0.14
allie,12.23
alloc,0.0
almee,0.14
aloes,1.15
alors,1033.78
alose,0.2
alpes,0.07
alpha,0.61
alpin,0.95
alter,0.07
altos,0.14
aluni,0.0
alvar,0.0
alvin,0.0
amant,46.76
amaro,0.0
amati,0.14
amble,0.47
ambon,0.07
ambre,5.33
amena,5.27
amene,34.39
amere,12.03
amers,2.98
amibe,0.14
amies,18.72
amigo,0.95
amine,0.0
amish,0.0
amont,4.12
amour,373.58
amphi,0.61
ample,8.04
ampli,0.54
amura,0.0
amure,0.14
amusa,4.26
amuse,37.019999999999996
amyle,0.27
anale,0.07
anars,0.41
anaux,0.0
anche,0.27
ancra,0.2
ancre,7.37
aneth,0.61
anges,20.88
angle,46.89
angon,0.41
angor,0.0
anier,0.54
anima,1.89
anime,12.84
anise,0.14
annee,128.99
anniv,0.0
anode,0.0
anons,0.07
ansee,0.0
anses,1.22
antan,4.86
antre,4.39
aorte,0.2
aouls,0.07
apali,0.07
apero,3.45
apion,0.07
aplat,0.07
apnee,0.27
appas,0.95
appat,3.24
appel,56.69
appui,28.65
aprem,0.07
apres,960.9399999999999
aptes,1.82
apure,0.07
arabe,31.759999999999998
arbis,0.14
arbre,67.16
arcan,0.27
arche,5.68
archi,0.74
arcon,0.81
arder,0.0
ardin,0.07
ardre,0.07
ardue,1.42
ardus,0.81
arena,0.0
arene,4.12
arete,6.01
argol,0.14
argon,0.07
argot,4.46
argua,0.2
argue,0.07
argus,0.68
arias,0.14
aride,4.26
arien,0.07
armai,0.07
armat,0.07
armee,127.77
armer,2.64
armes,87.51
armez,0.07
armon,0.0
arome,2.43
arqua,0.07
arque,1.08
arret,46.82
arroi,0.68
arums,0.61
aryen,0.21000000000000002
asana,0.0
ascot,0.0
asdic,0.07
asile,11.55
aspic,0.88
aspis,0.07
aspre,0.07
assez,420.14
assis,169.73
assit,49.129999999999995
aster,0.0
astic,0.07
astre,4.32
astro,0.0
atele,0.0
atemi,0.0
athee,3.31
atlas,2.16
atoll,0.54
atome,1.82
atone,0.74
atour,0.07
atout,2.84
atres,0.27
aubes,1.96
aucun,234.13
audio,0.0
audit,0.34
auges,0.47
aulne,0.27
aulos,0.07
auner,0.07
aunes,0.47
aurai,47.9
auras,28.860000000000003
aurez,21.63
aussi,1359.86
autan,0.07
autel,13.31
autos,12.03
autre,1369.13
avais,918.72
avait,4612.57
avala,7.97
avale,18.72
avant,737.7
avare,7.44
avaro,0.2
avent,0.47
avenu,0.41
avera,1.55
avere,1.36
avers,0.14
aveux,8.11
avide,10.34
aviez,31.01
avili,0.41
avine,0.54
avion,46.82
avisa,4.66
avise,10.14
aviso,1.08
aviva,0.2
avive,1.15
avoir,829.33
avons,258.85
avoua,7.5
avoue,33.51
avril,32.03
awacs,0.0
axees,0.0
axels,0.0
