word,frequency
abaisseraient,0.07
abandonnaient,1.55
abandonnerais,0.27
abandonnerait,0.88
abandonnerent,1.42
abandonneriez,0.2
abandonnerons,0.14
abandonneront,0.27
abatardissant,0.0
aboutissaient,1.15
aboutissement,4.05
abracadabrant,0.2
abreuveraient,0.07
abrutissaient,0.2
abrutissantes,0.0
abrutissement,1.42
absorberaient,0.07
abstiendrions,0.14
abstraitement,0.34
accableraient,0.14
accastillages,0.07
accelerateurs,0.14
accelerations,0.47
acceleratrice,0.0
accepteraient,0.95
accessibilite,0.0
accessoiriser,0.0
accessoiriste,0.0
accidentelles,0.34
acclimatation,0.81
acclimatement,0.14
acclimaterait,0.07
accommodaient,1.15
accommodantes,0.07
accommodation,0.41
accommodement,0.61
accommoderais,0.2
accommoderait,0.27
accommoderent,0.07
accommoderont,0.2
accompagnames,0.14
accompagnerai,0.61
accompagneras,0.27
accompagnerez,0.27
accompagnions,0.0
accomplissais,0.74
accomplissait,3.78
accomplissant,2.36
accomplissent,0.95
accomplissiez,0.0
accomplissons,0.14
accordeoniste,1.42
accorderaient,0.2
accouchements,0.68
accouplements,0.81
accourcissant,0.07
accoutrements,0.61
accoutumaient,0.2
accoutumances,0.0
accoutumerait,0.07
accreditaient,0.07
accreditation,0.0
accroissaient,0.2
accroissement,1.28
accroupissais,0.07
accroupissait,0.07
accroupissant,0.34
accroupissent,0.34
accroupissons,0.14
accueillaient,1.08
accueillantes,0.27
accueillerait,0.74
accueilleriez,0.0
accueillerons,0.07
accueilleront,0.27
accueillirent,1.49
acculturation,0.0
accumulateurs,0.07
accumulations,0.07
acetylcholine,0.0
achalandaient,0.07
acquiescaient,0.14
acquiescement,2.36
acquiescerent,0.14
acquiesceront,0.07
acrimonieuses,0.07
acrylonitrile,0.0
actualisation,0.07
additionnelle,0.0
adjudications,0.07
administratif,3.1700000000000004
administrerai,0.0
admirablement,4.73
admissibilite,0.07
admonestation,0.34
adoucissaient,0.27
adoucissantes,0.07
adoucissement,0.54
adresseraient,0.14
aerodynamique,0.27
aerodynamisme,0.07
aeroglisseurs,0.0
aeromodelisme,0.14
aeronautiques,0.07
affabulations,0.2
affabulatrice,0.0
affadissaient,0.07
affadissement,0.2
affaiblissais,0.07
affaiblissait,1.01
affaiblissant,0.61
affaiblissent,0.41
affaiblissons,0.0
affaireraient,0.07
affaissements,0.2
affecteraient,0.0
affectionnais,0.14
affectionnait,1.49
affectionnant,0.14
affectionnent,0.74
affectivement,0.2
affleurements,0.41
affouillement,0.07
affranchirait,0.14
affrontements,1.62
aggiornamento,0.07
agglomeraient,0.14
agglomeration,1.62
agglomereront,0.07
agglutinaient,0.95
agglutination,0.14
agglutinement,0.07
agglutinerent,0.14
agglutinogene,0.07
agrandisseurs,0.07
agrementaient,0.2
agresseraient,0.0
agressivement,1.01
agricultrices,0.14
ahurissements,0.07
aiguillonnait,0.2
aiguillonnant,0.07
aiguillonnees,0.07
aiguillonnent,0.07
alanguissante,0.07
aleatoirement,0.0
algorithmique,0.07
alimentations,0.0
alliterations,0.0
allongeraient,0.07
alourdiraient,0.07
amaigrissante,0.0
amaigrissants,0.07
ambassadrices,0.14
ambulancieres,0.07
ameliorations,0.2
americanisais,0.07
americanismes,0.07
amerindiennes,0.07
amincissaient,0.27
amincissantes,0.0
amincissement,0.14
aminophylline,0.0
amoindrissait,0.27
amollissaient,0.2
amollissement,0.14
amoncellement,4.32
amortissaient,0.14
amortissement,0.2
amoureusement,2.5
amphigourique,0.07
amphitheatres,0.47
amplificateur,0.27
amplification,0.54
amyotrophique,0.07
anachroniques,0.68
anachronismes,0.34
andouillettes,0.2
aneantiraient,0.07
aneantissante,0.07
anemometrique,0.07
anesthesiante,0.07
anesthesiants,0.07
anesthesierai,0.0
anesthesiques,0.0
anesthesistes,0.0
anfractuosite,0.54
angeliquement,0.14
anglicisation,0.07
anniversaires,1.22
annonceraient,0.07
